Timestamp,Yaw,Pitch,Roll,Qtn[0], Qtn[1], Qtn[2], Qtn[3],Rate X,Rate Y,Rate Z,Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Temp,Pres,dTime,dTheta X,dTheta Y,dTheta Z,dVel X,dVel Y,dVel Z,MagNed X,MagNed Y,MagNed Z,AccelNed X,AccelNed Y,AccelNed Z,LinearAccel X,LinearAccel Y,LinearAccel Z,LinearAccelNed X,LinearAccelNed Y,LinearAccelNed Z,Amplitude,Distance,Light 1,Light 2,Light 3,Light 4,Comments
583.884,-142.184,1.29832,-179.21,0.323947,-0.945982,0.00285006,-0.0129519,0.032768,-0.032685,0.2078,0.136062,1.3754,92.4738,0.973069,0.680607,-0.388973,43.97,100.964,0.025,0.0450577,-0.0409452,0.281934,0.00636467,0.0229811,2.30737,-1.19585,-0.059882,0.357407,1.48645,1.28066,-92.4633,-0.0858452,1.24041,82.6835,1.48645,1.28066,-82.6696,0,1000,0,0,0,0,
583.909,-142.519,1.35365,-179.172,0.321168,-0.946921,0.00304439,-0.0135064,0.0388865,-0.0350894,0.256801,0.337427,0.965353,93.0488,0.971772,0.685921,-0.387715,43.97,100.964,0.025001,0.0494112,-0.0472426,0.351345,0.00795553,0.0257002,2.32087,-1.19877,-0.0478766,0.354704,1.70727,0.831698,-93.0351,0.106065,0.823919,83.2589,1.70727,0.831698,-83.2413,0,1000,0,0,0,0,
583.934,-142.929,1.41791,-179.136,0.317774,-0.948056,0.0032169,-0.0141285,0.0339054,-0.0397519,0.309943,0.430057,0.981627,93.5565,0.969334,0.673972,-0.383319,43.97,100.951,0.025,0.0504115,-0.0548641,0.424995,0.00793238,0.0290131,2.33455,-1.19026,-0.047408,0.34901,1.76317,0.79361,-93.5427,0.187714,0.833948,83.7669,1.76317,0.79361,-83.7489,0,1000,0,0,0,0,
583.959,-143.412,1.49197,-179.096,0.313762,-0.94938,0.00340164,-0.0148367,0.0347509,-0.0469656,0.3614,0.658978,1.16329,94.1695,0.970586,0.673945,-0.390337,43.97,100.951,0.024999,0.0558149,-0.063249,0.498985,0.00953709,0.0282968,2.34814,-1.19233,-0.0382125,0.354258,1.63204,0.810085,-94.1613,0.40398,1.00885,84.3803,1.63204,0.810085,-84.3676,0,1000,0,0,0,0,
583.985,-143.973,1.57242,-179.057,0.309095,-0.950897,0.00358459,-0.0155939,0.0382024,-0.0526773,0.418666,0.509236,1.19682,94.7934,0.971868,0.669944,-0.394447,43.97,100.939,0.025,0.0584241,-0.0680466,0.577226,0.00794068,0.0264443,2.363,-1.19201,-0.0306045,0.356551,1.90621,0.936282,-94.7785,0.240491,1.03564,85.0046,1.90621,0.936282,-84.9847,0,1000,0,0,0,0,
584.01,-144.619,1.66407,-179.02,0.303717,-0.952613,0.00373594,-0.0164331,0.0413983,-0.0614657,0.47767,0.385059,1.09641,95.3897,0.970607,0.6713,-0.387457,43.97,100.939,0.025001,0.0590573,-0.0774646,0.660974,0.00753839,0.0249815,2.37764,-1.19239,-0.0154362,0.347572,2.25489,0.944461,-95.3654,0.100654,0.92894,85.6015,2.25489,0.944461,-85.5717,0,1000,0,0,0,0,
584.035,-145.353,1.77067,-178.986,0.297591,-0.954527,0.00384947,-0.0173857,0.0396654,-0.0712491,0.542838,0.193405,1.10287,96.1385,0.96817,0.658002,-0.387272,43.97,100.926,0.024999,0.0602067,-0.0904712,0.749583,0.00637477,0.0273496,2.39746,-1.18358,-0.00988992,0.345466,2.62569,1.08589,-96.103,-0.109214,0.92955,86.351,2.62569,1.08589,-86.3093,0,1000,0,0,0,0,
584.061,-146.18,1.89333,-178.962,0.290672,-0.956637,0.00385822,-0.0184405,0.0321513,-0.0793469,0.606299,0.0754427,1.20809,96.9842,0.970707,0.656693,-0.385743,43.97,100.926,0.025001,0.0537231,-0.104486,0.843075,0.00394442,0.0293461,2.41565,-1.18561,0.00443528,0.341511,2.90497,1.28572,-96.9398,-0.248131,1.0308,87.1974,2.90497,1.28572,-87.146,0,1000,0,0,0,0,
584.086,-147.101,2.03163,-178.949,0.282961,-0.958924,0.00377141,-0.0195977,0.0280355,-0.0853697,0.675247,0.257891,1.41809,97.806,0.964391,0.655292,-0.394412,43.97,100.913,0.025,0.0482472,-0.118182,0.935495,0.00427189,0.0330164,2.43682,-1.1804,0.0253224,0.347902,2.89908,1.42829,-97.7632,-0.0893085,1.23863,88.02,2.89908,1.42829,-87.9694,0,1000,0,0,0,0,
584.111,-148.129,2.17821,-178.953,0.274328,-0.961405,0.00356906,-0.0207852,0.0219509,-0.0886298,0.752573,0.516135,1.43053,98.5669,0.964398,0.655324,-0.387349,43.97,100.926,0.024999,0.0385206,-0.124418,1.04338,0.0068072,0.0337917,2.45732,-1.18022,0.0460709,0.338379,2.93997,1.39047,-98.525,0.143896,1.25163,88.7819,2.93997,1.39047,-88.7312,0,1000,0,0,0,0,
584.136,-149.279,2.32369,-178.966,0.264649,-0.964089,0.00332895,-0.0219414,0.0268931,-0.0855343,0.83972,0.536956,0.998473,99.5571,0.960683,0.644683,-0.38585,43.97,100.913,0.025,0.0357838,-0.121258,1.1647,0.00957105,0.0286219,2.47958,-1.17107,0.0619904,0.334894,3.4168,1.10168,-99.4988,0.139868,0.821868,89.773,3.4168,1.10168,-89.7051,0,1000,0,0,0,0,
584.162,-151.982,2.62274,-179.004,0.241809,-0.970015,0.00289423,-0.0243085,0.0283337,-0.08662,1.02989,0.628494,1.25348,101.059,0.95444,0.634005,-0.390092,43.97,100.913,0.024999,0.0454069,-0.122711,1.43115,0.011071,0.0287767,2.52175,-1.15797,0.109577,0.334937,3.76522,1.43257,-100.989,0.180337,1.08336,91.2774,3.76522,1.43257,-91.1951,0,1000,0,0,0,0,
584.189,-153.545,2.77601,-179.039,0.228549,-0.973195,0.00261701,-0.0254974,0.0266729,-0.0917122,1.13094,0.200367,1.22857,101.441,0.950661,0.631296,-0.397233,43.97,100.901,0.025001,0.0419337,-0.123284,1.57551,0.00616106,0.0300468,2.53256,-1.15104,0.139705,0.340096,4.43012,1.67661,-101.338,-0.27396,1.06454,91.6604,4.43012,1.67661,-91.5445,0,1000,0,0,0,0,
584.214,-155.24,2.94161,-179.087,0.214121,-0.976437,0.0022723,-0.0267766,0.0249118,-0.097809,1.2208,0.387955,1.25282,101.657,0.950634,0.635287,-0.395902,43.97,100.888,0.024999,0.0401653,-0.134596,1.70751,0.00525352,0.030597,2.54001,-1.14876,0.17662,0.336442,4.53915,1.69024,-101.55,-0.114645,1.09705,91.877,4.53915,1.69024,-91.7559,0,1000,0,0,0,0,
584.239,-157.07,3.10165,-179.152,0.198496,-0.9797,0.00187324,-0.0279939,0.0217511,-0.088828,1.32198,0.737283,1.325,101.472,0.946988,0.615372,-0.388562,43.95,100.897,0.025001,0.0362195,-0.128633,1.84181,0.0145118,0.0313602,2.54064,-1.13176,0.195568,0.327613,4.44812,1.689,-101.372,0.207366,1.18021,91.6939,4.44812,1.689,-91.5782,0,1000,0,0,0,0,
584.265,-159.052,3.25472,-179.234,0.181521,-0.982954,0.00141147,-0.0291405,0.0187024,-0.0906643,1.42574,0.322382,1.24685,101.266,0.941953,0.611321,-0.397132,43.97,100.876,0.024999,0.0319066,-0.121857,1.99338,0.00886038,0.0313164,2.53471,-1.11934,0.231717,0.334813,5.10771,1.83992,-101.128,-0.23366,1.11606,91.4884,5.10771,1.83992,-91.3343,0,1000,0,0,0,0,
584.29,-161.189,3.41205,-179.333,0.163173,-0.986131,0.000878682,-0.0303221,0.0177255,-0.0917638,1.53617,0.493379,1.30462,100.915,0.935674,0.607329,-0.391621,43.96,100.876,0.025,0.0291772,-0.127339,2.14559,0.00866617,0.0299079,2.52468,-1.10308,0.270622,0.32815,5.17796,1.90005,-100.773,-0.089509,1.19073,91.139,5.17796,1.90005,-90.9797,0,1000,0,0,0,0,
584.315,-163.488,3.56716,-179.453,0.143379,-0.989167,0.000253516,-0.0314866,0.0126636,-0.0911019,1.64869,0.514536,1.30104,100.338,0.931926,0.600654,-0.394442,43.97,100.863,0.025,0.0234258,-0.127496,2.30619,0.010113,0.0313874,2.51349,-1.08673,0.308236,0.329953,5.39608,1.95722,-100.184,-0.0948153,1.20769,90.5637,5.39608,1.95722,-90.3898,0,1000,0,0,0,0,
584.34,-165.956,3.71494,-179.599,0.122075,-0.991985,-0.000491203,-0.0325976,0.00570484,-0.0884273,1.76717,0.299971,1.05223,99.9693,0.925648,0.595313,-0.393141,43.97,100.876,0.025001,0.0144475,-0.124122,2.47431,0.00868655,0.0302336,2.50281,-1.06567,0.349902,0.328172,5.90803,1.84127,-99.7836,-0.334591,0.983826,90.1964,5.90803,1.84127,-89.9899,0,1000,0,0,0,0,
584.366,-168.606,3.85878,-179.769,0.0991468,-0.994501,-0.00134136,-0.0337011,-0.00239646,-0.0876183,1.89711,0.492258,1.24718,99.5586,0.918166,0.580647,-0.395931,43.97,100.863,0.024999,0.0084049,-0.125978,2.65507,0.00619683,0.0301467,2.49148,-1.03902,0.384545,0.330908,5.91957,2.05657,-99.3702,-0.166837,1.20786,89.7872,5.91957,2.05657,-89.5765,0,1000,0,0,0,0,
584.391,-171.434,3.98457,-179.971,0.0746253,-0.996605,-0.00234546,-0.0346867,-0.00912712,-0.0800209,2.01945,0.514094,1.30179,99.3177,0.911939,0.568667,-0.394495,43.97,100.851,0.025001,-0.00439153,-0.116121,2.83266,0.00831106,0.0307521,2.48433,-1.0114,0.422944,0.329888,6.13086,2.18937,-99.114,-0.166453,1.29687,89.5476,6.13086,2.18937,-89.3202,0,1000,0,0,0,0,
584.416,-174.44,4.08405,179.795,0.0485375,-0.998184,-0.00351211,-0.0355039,-0.0175133,-0.0693525,2.14444,0.401092,1.14723,98.7624,0.905678,0.560663,-0.394553,43.955,100.859,0.024999,-0.0183147,-0.100801,3.00777,0.00777522,0.0305643,2.47279,-0.981426,0.466348,0.331045,6.45685,2.13588,-98.5354,-0.296417,1.18214,88.9936,6.45685,2.13588,-88.7417,0,1000,0,0,0,0,
584.442,-177.632,4.15344,179.537,0.0207956,-0.999119,-0.00478973,-0.0361462,-0.0265092,-0.0551926,2.27529,0.413627,1.21118,98.4155,0.892977,0.569858,-0.403663,43.97,100.851,0.025001,-0.0255173,-0.084686,3.194,0.00841639,0.0312904,2.46508,-0.942825,0.528071,0.34251,6.62587,2.28292,-98.174,-0.295712,1.29019,88.6479,6.62587,2.28292,-88.3803,0,1000,0,0,0,0,
584.467,178.985,4.18577,179.254,-0.00860943,-0.999275,-0.00618208,-0.036575,-0.0270803,-0.0405837,2.40753,0.549992,1.27435,97.9595,0.885559,0.548611,-0.393605,43.955,100.838,0.025,-0.0327012,-0.0646631,3.38321,0.00900144,0.0285861,2.45183,-0.902681,0.55951,0.335008,6.64388,2.43239,-97.7135,-0.164857,1.40152,88.1927,6.64388,2.43239,-87.9197,0,1000,0,0,0,0,
584.492,175.406,4.17396,178.95,-0.0397187,-0.998505,-0.00769074,-0.0367528,-0.0286169,-0.0246696,2.54714,0.353989,1.12846,97.4963,0.876719,0.547198,-0.402363,43.97,100.825,0.024999,-0.0392877,-0.0408878,3.58003,0.00835045,0.028449,2.44172,-0.858268,0.610438,0.347418,6.95234,2.36579,-97.2265,-0.358848,1.30747,87.7302,6.95234,2.36579,-87.4328,0,1000,0,0,0,0,
584.517,171.627,4.11514,178.628,-0.0725195,-0.996649,-0.00931634,-0.036679,-0.0341086,-0.00696584,2.68527,0.469235,0.856826,97.1725,0.861701,0.527193,-0.402484,43.965,100.838,0.025001,-0.0453595,-0.0176256,3.77934,0.0104831,0.0296157,2.4334,-0.804442,0.641373,0.35209,6.89603,2.20339,-96.9074,-0.233572,1.0908,87.4068,6.89603,2.20339,-87.1137,0,1000,0,0,0,0,
584.543,167.65,4.00305,178.295,-0.106974,-0.993537,-0.0110257,-0.036319,-0.0386828,0.0114981,2.82939,0.393425,1.14305,96.9053,0.85038,0.521836,-0.399951,43.95,100.834,0.024999,-0.0469491,0.00871602,3.97945,0.0108196,0.0309157,2.42806,-0.747974,0.685554,0.354922,7.08078,2.57065,-96.6197,-0.290273,1.43372,87.1398,7.08078,2.57065,-86.8259,0,1000,0,0,0,0,
